2016/7/1_14:9:22||	$pS170.281339,	$187820.316978,	B2379.838800,	S-5529.874744,	SC1103,	Num0		,	29.550000,	80.536000,	54.056000,	-102.299000,	-269.392000,	374.651000,	209.750000,	203.930000,	-44.479000,	-39.699000,	-484.142000,	489.294000,	-382.153000,	-495.792000,	-144.743000,	348.765000,	24.289000,	1.453000,	-500.000000,	-223.583000,	-47.353000,	50.519000,	-103.841000,	432.567000,	28.482000,	482.574000,	-96.998000,	-433.186000,	23.709000,	115.988000,	126.990000,	-485.574000,	-447.495000,	-487.211000,	-359.511000,	-493.159000,	277.339000,	-495.738000,	439.304000,	-153.803000,	116.613000,	-157.732000,	-87.753000,	28.884000,	160.056000,	-69.479000,	-497.807000,	222.907000,	-442.321000,	-48.986000
2016/7/24_18:5:50||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:5:58||	$pS0.000000,	$0.000000,	B843.983160,	S-21545.643924,	SC0,	Num-858993460,	GUID173286232		,	17.572000,	48.030000,	44.172000,	-487.767000,	-195.112000,	102.503000,	-471.934000,	40.440000,	462.969000,	489.732000,	-174.515000,	-161.452000,	427.090000,	156.293000,	-311.375000,	-244.118000,	308.916000,	173.090000,	151.386000,	-58.304000,	-89.719000,	308.941000,	-309.936000,	347.828000,	-161.053000,	-141.432000,	-416.069000,	-185.229000,	42.239000,	93.588000,	149.772000,	59.814000,	-11.149000,	137.214000,	-146.280000,	-468.051000,	412.284000,	262.703000,	-220.673000,	-347.736000,	-289.585000,	-194.851000,	41.875000,	-362.233000,	-480.907000,	-109.866000,	47.572000,	95.782000,	-350.379000,	-18.320000
2016/7/24_18:6:7||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:6:15||	$pS0.000000,	$0.000000,	B1382.696584,	S-22804.420172,	SC0,	Num-858993460,	GUID357808850		,	-128.503400,	-10.760000,	128.500800,	-177.465200,	-191.296000,	-385.287200,	-27.162800,	-114.902800,	155.724800,	-320.091600,	-66.148800,	-499.253600,	-479.983600,	-191.442400,	-30.314000,	-241.244800,	347.521200,	-123.237200,	-115.872800,	77.037200,	205.678000,	-201.867600,	179.046400,	143.927200,	36.397600,	369.369200,	-450.570000,	241.351600,	-415.258400,	273.184000,	-54.736800,	496.732400,	50.388800,	484.305600,	-191.726400,	438.519600,	-94.880400,	-436.369200,	-318.540000,	-399.225600,	-396.710400,	-83.596000,	-456.761200,	-477.053200,	-483.886400,	340.860400,	-430.916400,	-477.532000,	-135.433200,	-352.114800
2016/7/24_18:6:24||	$pS0.000000,	$0.000000,	B1089.471598,	S-3674.910232,	SC0,	Num-858993460,	GUID149498784		,	15.599000,	69.842400,	28.194800,	-130.340000,	-196.632800,	-488.821600,	-466.636000,	-82.371200,	-212.454000,	188.908400,	166.945600,	-334.091200,	-384.998800,	-129.571200,	-162.982000,	-434.667600,	-448.140800,	-483.013600,	182.410000,	130.537200,	259.378800,	-463.393200,	487.210400,	44.135600,	101.953200,	482.434000,	-363.063600,	29.646400,	-372.481600,	279.209200,	-249.128800,	170.161200,	108.754400,	207.392400,	-499.994000,	181.308800,	-208.952000,	-495.888800,	-404.960000,	-108.076800,	-466.558800,	-498.381600,	-500.000000,	-340.716400,	-407.540000,	252.940000,	-439.738400,	-482.037200,	-499.132000,	-374.169600
2016/7/24_18:6:34||	$pS0.000000,	$0.000000,	B1052.188222,	S-2768.887060,	SC0,	Num-858993460,	GUID164326816		,	18.303000,	57.487200,	20.829600,	-132.930400,	-184.035600,	-499.226000,	-444.479200,	-88.132400,	-226.861600,	199.569600,	165.148000,	-347.475600,	-376.441200,	-111.746800,	-187.194000,	-456.284800,	-440.157200,	-466.313200,	183.230000,	138.827600,	256.397200,	-431.843600,	498.408400,	49.094800,	77.299600,	460.884800,	-330.631200,	44.168800,	-356.370000,	278.246800,	-233.493200,	170.855600,	125.994000,	222.764800,	-472.554000,	173.000000,	-200.337200,	-499.032800,	-402.327200,	-134.969200,	-451.863200,	-499.080000,	-490.103200,	-338.268400,	-428.506800,	267.639600,	-465.606400,	-480.379200,	-494.735200,	-390.547200
2016/7/24_18:6:44||	$pS0.000000,	$0.000000,	B1292.849791,	S-6845.514828,	SC0,	Num-858993460,	GUID221801272		,	-57.411000,	-22.519200,	-25.233200,	271.290000,	-226.086800,	-472.042400,	-323.665200,	257.096400,	48.257600,	424.789600,	298.869200,	-101.838000,	-2.803600,	79.000400,	-346.229200,	-392.403600,	-7.938400,	-268.791600,	-89.384400,	283.256000,	56.030000,	-156.244400,	482.688000,	25.902400,	-61.474000,	416.699600,	-492.888800,	-466.909200,	-267.219200,	108.063600,	-286.566800,	489.128800,	146.270800,	492.653600,	-478.032800,	278.322800,	-96.925600,	-494.623200,	-437.056000,	82.069200,	-394.860400,	-438.091600,	-399.220000,	-499.075200,	-453.265200,	-312.986800,	-279.739600,	-485.952800,	-426.668400,	-483.506400
2016/7/24_18:6:52||	$pS0.000000,	$0.000000,	B845.561361,	S-3484.457173,	SC0,	Num-858993460,	GUID72558629		,	-18.319800,	-46.155600,	-17.917600,	194.471200,	52.356800,	-478.712800,	-368.709200,	-207.422000,	177.698000,	427.888000,	-28.970000,	-134.431600,	-268.378000,	-262.572400,	-270.539600,	-3.842000,	119.952800,	492.172400,	-144.639200,	-481.056000,	-455.782400,	-24.736400,	423.660000,	237.590800,	-452.622800,	360.681200,	-106.636400,	-334.518000,	-264.290000,	-74.403200,	-335.485600,	483.715600,	-177.388800,	-276.522000,	-281.622400,	-420.229200,	-424.439600,	10.941200,	-419.887600,	-246.296000,	-500.000000,	-431.947200,	-430.684800,	329.268600,	-385.825200,	-450.526400,	-358.572800,	-497.787600,	-270.632400,	-497.316800
2016/7/24_18:7:1||	$pS0.000000,	$0.000000,	B1286.371349,	S-125780.173713,	SC0,	Num-858993460,	GUID770600520		,	-11.137800,	-115.496000,	-488.037600,	257.726400,	-452.929200,	-360.826400,	-497.948000,	-302.450000,	298.044800,	369.418800,	-98.136800,	338.584000,	-194.745600,	-382.269600,	-494.065600,	-315.225200,	346.944200,	79.754000,	-23.308000,	-303.994800,	-473.922000,	-78.793200,	457.252000,	-5.182400,	-85.687600,	251.603600,	-161.446800,	156.367200,	-492.270400,	-429.794000,	-168.656400,	80.481800,	-209.012000,	-457.729200,	-241.272400,	-461.792800,	-494.092800,	-161.435600,	-497.056800,	-267.571200,	-224.724800,	-470.805600,	-484.355200,	308.260600,	-473.302000,	-238.173200,	-411.026400,	-17.688400,	-355.355600,	-473.932400
2016/7/24_18:7:10||	$pS0.000000,	$0.000000,	B1529.869686,	S-26007.811524,	SC0,	Num-858993460,	GUID160939913		,	34.726200,	44.055200,	-271.678800,	95.730000,	-464.731200,	-499.533200,	-362.025200,	-348.677400,	-99.093600,	357.623800,	146.060000,	381.080400,	-9.664000,	-457.824400,	-492.590000,	349.828000,	68.909800,	322.180400,	-279.782000,	-114.261600,	-476.096800,	-422.128400,	479.148400,	225.448400,	-24.656800,	293.534000,	-445.953600,	406.577400,	-332.787600,	-445.436000,	-499.410400,	-246.326200,	-404.924400,	-481.919600,	-423.054000,	-95.801400,	-388.119000,	-196.209200,	-363.023000,	-486.310200,	-167.538000,	-412.451200,	-470.026800,	161.386200,	-265.651800,	-462.880800,	-478.586800,	298.618400,	-320.683600,	-467.717200
2016/7/24_18:7:18||	$pS0.000000,	$0.000000,	B1359.501222,	S-69621.703180,	SC0,	Num-858993460,	GUID21911096		,	62.615200,	21.712000,	-495.023600,	140.643200,	-203.496400,	-73.266800,	-497.615200,	383.699200,	-267.697200,	383.305200,	-471.430800,	100.326400,	-81.018000,	483.674000,	54.743200,	92.790400,	1.294000,	9.148000,	-21.412400,	-269.877600,	-494.994400,	-343.458400,	156.475600,	435.419600,	354.408400,	396.838000,	-326.413600,	208.382000,	-281.651200,	374.006000,	45.622400,	286.510400,	-117.136400,	-106.230400,	-387.042800,	-300.077200,	349.473600,	-99.259600,	-117.679600,	300.060400,	246.632800,	-365.405600,	-206.058000,	-380.256000,	-495.783200,	-441.568000,	-135.988000,	-400.040800,	-290.601200,	70.724800
2016/7/24_18:8:21||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:8:29||	$pS0.000000,	$0.000000,	B843.983160,	S-21545.643924,	SC0,	Num-858993460,	GUID173286232		,	17.572000,	48.030000,	44.172000,	-487.767000,	-195.112000,	102.503000,	-471.934000,	40.440000,	462.969000,	489.732000,	-174.515000,	-161.452000,	427.090000,	156.293000,	-311.375000,	-244.118000,	308.916000,	173.090000,	151.386000,	-58.304000,	-89.719000,	308.941000,	-309.936000,	347.828000,	-161.053000,	-141.432000,	-416.069000,	-185.229000,	42.239000,	93.588000,	149.772000,	59.814000,	-11.149000,	137.214000,	-146.280000,	-468.051000,	412.284000,	262.703000,	-220.673000,	-347.736000,	-289.585000,	-194.851000,	41.875000,	-362.233000,	-480.907000,	-109.866000,	47.572000,	95.782000,	-350.379000,	-18.320000
2016/7/24_18:8:39||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:8:47||	$pS0.000000,	$0.000000,	B1382.696584,	S-22804.420172,	SC0,	Num-858993460,	GUID357808850		,	-128.503400,	-10.760000,	128.500800,	-177.465200,	-191.296000,	-385.287200,	-27.162800,	-114.902800,	155.724800,	-320.091600,	-66.148800,	-499.253600,	-479.983600,	-191.442400,	-30.314000,	-241.244800,	347.521200,	-123.237200,	-115.872800,	77.037200,	205.678000,	-201.867600,	179.046400,	143.927200,	36.397600,	369.369200,	-450.570000,	241.351600,	-415.258400,	273.184000,	-54.736800,	496.732400,	50.388800,	484.305600,	-191.726400,	438.519600,	-94.880400,	-436.369200,	-318.540000,	-399.225600,	-396.710400,	-83.596000,	-456.761200,	-477.053200,	-483.886400,	340.860400,	-430.916400,	-477.532000,	-135.433200,	-352.114800
2016/7/24_18:9:46||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:9:54||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:10:1||	$pS0.000000,	$0.000000,	B1089.471598,	S-3674.910232,	SC0,	Num-858993460,	GUID149498784		,	15.599000,	69.842400,	28.194800,	-130.340000,	-196.632800,	-488.821600,	-466.636000,	-82.371200,	-212.454000,	188.908400,	166.945600,	-334.091200,	-384.998800,	-129.571200,	-162.982000,	-434.667600,	-448.140800,	-483.013600,	182.410000,	130.537200,	259.378800,	-463.393200,	487.210400,	44.135600,	101.953200,	482.434000,	-363.063600,	29.646400,	-372.481600,	279.209200,	-249.128800,	170.161200,	108.754400,	207.392400,	-499.994000,	181.308800,	-208.952000,	-495.888800,	-404.960000,	-108.076800,	-466.558800,	-498.381600,	-500.000000,	-340.716400,	-407.540000,	252.940000,	-439.738400,	-482.037200,	-499.132000,	-374.169600
2016/7/24_18:10:12||	$pS0.000000,	$0.000000,	B1052.188222,	S-2768.887060,	SC0,	Num-858993460,	GUID164326816		,	18.303000,	57.487200,	20.829600,	-132.930400,	-184.035600,	-499.226000,	-444.479200,	-88.132400,	-226.861600,	199.569600,	165.148000,	-347.475600,	-376.441200,	-111.746800,	-187.194000,	-456.284800,	-440.157200,	-466.313200,	183.230000,	138.827600,	256.397200,	-431.843600,	498.408400,	49.094800,	77.299600,	460.884800,	-330.631200,	44.168800,	-356.370000,	278.246800,	-233.493200,	170.855600,	125.994000,	222.764800,	-472.554000,	173.000000,	-200.337200,	-499.032800,	-402.327200,	-134.969200,	-451.863200,	-499.080000,	-490.103200,	-338.268400,	-428.506800,	267.639600,	-465.606400,	-480.379200,	-494.735200,	-390.547200
2016/7/24_18:10:22||	$pS0.000000,	$0.000000,	B1292.849791,	S-6845.514828,	SC0,	Num-858993460,	GUID221801272		,	-57.411000,	-22.519200,	-25.233200,	271.290000,	-226.086800,	-472.042400,	-323.665200,	257.096400,	48.257600,	424.789600,	298.869200,	-101.838000,	-2.803600,	79.000400,	-346.229200,	-392.403600,	-7.938400,	-268.791600,	-89.384400,	283.256000,	56.030000,	-156.244400,	482.688000,	25.902400,	-61.474000,	416.699600,	-492.888800,	-466.909200,	-267.219200,	108.063600,	-286.566800,	489.128800,	146.270800,	492.653600,	-478.032800,	278.322800,	-96.925600,	-494.623200,	-437.056000,	82.069200,	-394.860400,	-438.091600,	-399.220000,	-499.075200,	-453.265200,	-312.986800,	-279.739600,	-485.952800,	-426.668400,	-483.506400
2016/7/24_18:10:30||	$pS0.000000,	$0.000000,	B1286.371349,	S-125780.173713,	SC0,	Num-858993460,	GUID770600520		,	-11.137800,	-115.496000,	-488.037600,	257.726400,	-452.929200,	-360.826400,	-497.948000,	-302.450000,	298.044800,	369.418800,	-98.136800,	338.584000,	-194.745600,	-382.269600,	-494.065600,	-315.225200,	346.944200,	79.754000,	-23.308000,	-303.994800,	-473.922000,	-78.793200,	457.252000,	-5.182400,	-85.687600,	251.603600,	-161.446800,	156.367200,	-492.270400,	-429.794000,	-168.656400,	80.481800,	-209.012000,	-457.729200,	-241.272400,	-461.792800,	-494.092800,	-161.435600,	-497.056800,	-267.571200,	-224.724800,	-470.805600,	-484.355200,	308.260600,	-473.302000,	-238.173200,	-411.026400,	-17.688400,	-355.355600,	-473.932400
2016/7/24_18:10:39||	$pS0.000000,	$0.000000,	B1529.869686,	S-26007.811524,	SC0,	Num-858993460,	GUID160939913		,	34.726200,	44.055200,	-271.678800,	95.730000,	-464.731200,	-499.533200,	-362.025200,	-348.677400,	-99.093600,	357.623800,	146.060000,	381.080400,	-9.664000,	-457.824400,	-492.590000,	349.828000,	68.909800,	322.180400,	-279.782000,	-114.261600,	-476.096800,	-422.128400,	479.148400,	225.448400,	-24.656800,	293.534000,	-445.953600,	406.577400,	-332.787600,	-445.436000,	-499.410400,	-246.326200,	-404.924400,	-481.919600,	-423.054000,	-95.801400,	-388.119000,	-196.209200,	-363.023000,	-486.310200,	-167.538000,	-412.451200,	-470.026800,	161.386200,	-265.651800,	-462.880800,	-478.586800,	298.618400,	-320.683600,	-467.717200
2016/7/24_18:12:54||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:33:16||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:35:10||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:36:51||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:50:7||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:50:22||	$pS0.000000,	$0.000000,	B2542.236703,	S-17371.054438,	SC0,	Num-858993460,	GUID361480145		,	-20.871400,	-121.804800,	50.988400,	-340.686400,	-312.462800,	409.382400,	259.969200,	-405.037200,	-5.567200,	-10.232400,	86.220400,	-480.147200,	-498.851600,	-232.506000,	-470.343200,	-203.114400,	247.789200,	271.455600,	-1.265600,	322.398000,	-217.224000,	-499.156400,	413.702800,	-477.199200,	131.158000,	383.681600,	-499.390400,	-30.510400,	-331.674800,	235.509600,	109.739200,	474.306800,	-487.125200,	-187.956400,	-488.095200,	226.750400,	-482.501200,	-459.094800,	-442.220400,	-152.008000,	-297.680000,	-232.124000,	-475.215200,	-231.146400,	-400.379600,	96.970000,	36.304400,	77.517200,	465.085600,	-164.025200
2016/7/24_18:50:29||	$pS0.000000,	$0.000000,	B1089.471598,	S-3674.910232,	SC0,	Num-858993460,	GUID149498784		,	15.599000,	69.842400,	28.194800,	-130.340000,	-196.632800,	-488.821600,	-466.636000,	-82.371200,	-212.454000,	188.908400,	166.945600,	-334.091200,	-384.998800,	-129.571200,	-162.982000,	-434.667600,	-448.140800,	-483.013600,	182.410000,	130.537200,	259.378800,	-463.393200,	487.210400,	44.135600,	101.953200,	482.434000,	-363.063600,	29.646400,	-372.481600,	279.209200,	-249.128800,	170.161200,	108.754400,	207.392400,	-499.994000,	181.308800,	-208.952000,	-495.888800,	-404.960000,	-108.076800,	-466.558800,	-498.381600,	-500.000000,	-340.716400,	-407.540000,	252.940000,	-439.738400,	-482.037200,	-499.132000,	-374.169600
2016/7/24_18:50:39||	$pS0.000000,	$0.000000,	B1052.188222,	S-2768.887060,	SC0,	Num-858993460,	GUID164326816		,	18.303000,	57.487200,	20.829600,	-132.930400,	-184.035600,	-499.226000,	-444.479200,	-88.132400,	-226.861600,	199.569600,	165.148000,	-347.475600,	-376.441200,	-111.746800,	-187.194000,	-456.284800,	-440.157200,	-466.313200,	183.230000,	138.827600,	256.397200,	-431.843600,	498.408400,	49.094800,	77.299600,	460.884800,	-330.631200,	44.168800,	-356.370000,	278.246800,	-233.493200,	170.855600,	125.994000,	222.764800,	-472.554000,	173.000000,	-200.337200,	-499.032800,	-402.327200,	-134.969200,	-451.863200,	-499.080000,	-490.103200,	-338.268400,	-428.506800,	267.639600,	-465.606400,	-480.379200,	-494.735200,	-390.547200
2016/7/24_18:50:50||	$pS0.000000,	$0.000000,	B1292.849791,	S-6845.514828,	SC0,	Num-858993460,	GUID221801272		,	-57.411000,	-22.519200,	-25.233200,	271.290000,	-226.086800,	-472.042400,	-323.665200,	257.096400,	48.257600,	424.789600,	298.869200,	-101.838000,	-2.803600,	79.000400,	-346.229200,	-392.403600,	-7.938400,	-268.791600,	-89.384400,	283.256000,	56.030000,	-156.244400,	482.688000,	25.902400,	-61.474000,	416.699600,	-492.888800,	-466.909200,	-267.219200,	108.063600,	-286.566800,	489.128800,	146.270800,	492.653600,	-478.032800,	278.322800,	-96.925600,	-494.623200,	-437.056000,	82.069200,	-394.860400,	-438.091600,	-399.220000,	-499.075200,	-453.265200,	-312.986800,	-279.739600,	-485.952800,	-426.668400,	-483.506400
2016/7/24_18:50:58||	$pS0.000000,	$0.000000,	B1286.371349,	S-125780.173713,	SC0,	Num-858993460,	GUID770600520		,	-11.137800,	-115.496000,	-488.037600,	257.726400,	-452.929200,	-360.826400,	-497.948000,	-302.450000,	298.044800,	369.418800,	-98.136800,	338.584000,	-194.745600,	-382.269600,	-494.065600,	-315.225200,	346.944200,	79.754000,	-23.308000,	-303.994800,	-473.922000,	-78.793200,	457.252000,	-5.182400,	-85.687600,	251.603600,	-161.446800,	156.367200,	-492.270400,	-429.794000,	-168.656400,	80.481800,	-209.012000,	-457.729200,	-241.272400,	-461.792800,	-494.092800,	-161.435600,	-497.056800,	-267.571200,	-224.724800,	-470.805600,	-484.355200,	308.260600,	-473.302000,	-238.173200,	-411.026400,	-17.688400,	-355.355600,	-473.932400
2016/7/24_18:51:6||	$pS0.000000,	$0.000000,	B1529.869686,	S-26007.811524,	SC0,	Num-858993460,	GUID160939913		,	34.726200,	44.055200,	-271.678800,	95.730000,	-464.731200,	-499.533200,	-362.025200,	-348.677400,	-99.093600,	357.623800,	146.060000,	381.080400,	-9.664000,	-457.824400,	-492.590000,	349.828000,	68.909800,	322.180400,	-279.782000,	-114.261600,	-476.096800,	-422.128400,	479.148400,	225.448400,	-24.656800,	293.534000,	-445.953600,	406.577400,	-332.787600,	-445.436000,	-499.410400,	-246.326200,	-404.924400,	-481.919600,	-423.054000,	-95.801400,	-388.119000,	-196.209200,	-363.023000,	-486.310200,	-167.538000,	-412.451200,	-470.026800,	161.386200,	-265.651800,	-462.880800,	-478.586800,	298.618400,	-320.683600,	-467.717200
